longitude,latitude,fishing activity 2019_unreported_fishing,species richness 2019,stocks richness 2019,clusterid,risk
6.22,37.53,0.0,119.0,17.0,4.0,Moderate
6.72,37.53,0.0,116.0,18.0,4.0,Moderate
7.22,37.53,0.0,105.0,13.0,5.0,Very Low
7.72,37.53,0.0,108.0,16.0,5.0,Very Low
8.22,37.53,12.083333333333346,113.0,24.0,4.0,Moderate
8.72,37.53,96.83333333333321,298.0,48.0,2.0,High
9.22,37.53,192.1666666666667,397.0,56.0,1.0,Very High
9.72,37.53,295.83333333333354,402.0,57.0,1.0,Very High
10.22,37.53,213.5,377.0,56.0,1.0,Very High
10.72,37.53,513.9999999999995,387.0,58.0,1.0,Very High
11.22,37.53,625.9166666666675,399.0,60.0,1.0,Very High
11.72,37.53,1975.2499999999952,424.0,59.0,0.0,Very High
12.22,37.53,1055.6666666666695,542.0,62.0,0.0,Very High
12.72,37.53,588.0000000000006,375.0,55.0,1.0,Very High
15.22,37.53,49.33333333333333,426.0,52.0,1.0,Very High
15.72,37.53,31.083333333333353,353.0,48.0,2.0,High
16.22,37.53,82.33333333333333,309.0,43.0,2.0,High
16.72,37.53,5.833333333333336,120.0,18.0,4.0,Moderate
17.22,37.53,7.083333333333333,89.0,12.0,5.0,Very Low
17.72,37.53,0.0,72.0,12.0,5.0,Very Low
18.22,37.53,0.0,53.0,4.0,6.0,Very Low
18.72,37.53,0.0,38.0,1.0,6.0,Very Low
19.22,37.53,0.0,52.0,4.0,6.0,Very Low
19.72,37.53,1.2500000000000007,84.0,13.0,5.0,Very Low
20.22,37.53,19.583333333333385,124.0,18.0,4.0,Moderate
20.72,37.53,85.24999999999996,152.0,15.0,4.0,Moderate
21.22,37.53,289.2500000000002,314.0,40.0,2.0,High
23.72,37.53,331.75,466.0,61.0,1.0,Very High
24.22,37.53,850.5000000000023,537.0,63.0,0.0,Very High
24.72,37.53,212.66666666666652,498.0,62.0,0.0,Very High
25.22,37.53,62.166666666666785,480.0,59.0,1.0,Very High
25.72,37.53,35.000000000000014,338.0,53.0,2.0,High
26.22,37.53,41.41666666666671,455.0,57.0,1.0,Very High
26.72,37.53,1060.000000000001,499.0,57.0,0.0,Very High
-1.78,37.03,770.3333333333328,581.0,62.0,0.0,Very High
-1.28,37.03,380.91666666666623,413.0,55.0,1.0,Very High
-0.78,37.03,192.16666666666677,251.0,35.0,3.0,Moderate
-0.28,37.03,103.83333333333334,180.0,31.0,3.0,Moderate
0.22,37.03,5.333333333333335,151.0,24.0,4.0,Moderate
0.72,37.03,0.0,159.0,26.0,4.0,Moderate
1.22,37.03,0.0,161.0,27.0,4.0,Moderate
1.72,37.03,0.0,161.0,27.0,4.0,Moderate
2.22,37.03,0.0,172.0,29.0,3.0,Moderate
2.72,37.03,0.0,185.0,33.0,3.0,Moderate
3.22,37.03,0.0,189.0,32.0,3.0,Moderate
3.72,37.03,0.0,167.0,25.0,4.0,Moderate
4.22,37.03,0.0,166.0,23.0,4.0,Moderate
4.72,37.03,0.0,158.0,22.0,4.0,Moderate
5.22,37.03,0.0,162.0,29.0,3.0,Moderate
5.72,37.03,0.0,141.0,22.0,4.0,Moderate
6.22,37.03,0.0,312.0,50.0,2.0,High
6.72,37.03,0.0,303.0,48.0,2.0,High
7.22,37.03,0.0,316.0,46.0,2.0,High
7.72,37.03,0.0,291.0,47.0,2.0,High
8.22,37.03,0.0,288.0,46.0,2.0,High
8.72,37.03,2.5833333333333326,452.0,54.0,1.0,Very High
10.22,37.03,28.25000000000003,356.0,53.0,1.0,Very High
10.72,37.03,174.8333333333332,531.0,65.0,0.0,Very High
11.22,37.03,300.83333333333303,542.0,65.0,0.0,Very High
11.72,37.03,310.5833333333343,401.0,58.0,1.0,Very High
12.22,37.03,782.7500000000001,266.0,48.0,2.0,High
12.72,37.03,2234.0833333333303,439.0,60.0,0.0,Very High
13.22,37.03,1461.2499999999977,590.0,66.0,0.0,Very High
13.72,37.03,1198.333333333333,518.0,59.0,0.0,Very High
14.22,37.03,234.24999999999997,314.0,44.0,2.0,High
15.72,37.03,3.0000000000000018,157.0,21.0,4.0,Moderate
16.22,37.03,25.666666666666668,102.0,15.0,5.0,Very Low
16.72,37.03,17.583333333333368,86.0,10.0,5.0,Very Low
17.22,37.03,20.000000000000014,77.0,10.0,5.0,Very Low
17.72,37.03,30.000000000000014,55.0,5.0,6.0,Very Low
18.22,37.03,58.25000000000001,41.0,2.0,6.0,Very Low
18.72,37.03,11.000000000000002,36.0,1.0,6.0,Very Low
19.22,37.03,5.416666666666669,36.0,1.0,6.0,Very Low
19.72,37.03,11.00000000000002,56.0,6.0,6.0,Very Low
20.22,37.03,15.666666666666707,94.0,13.0,5.0,Very Low
20.72,37.03,23.166666666666682,114.0,13.0,5.0,Very Low
21.22,37.03,59.50000000000013,194.0,34.0,3.0,Moderate
23.22,37.03,7.91666666666667,485.0,57.0,1.0,Very High
23.72,37.03,48.58333333333337,475.0,59.0,1.0,Very High
24.22,37.03,78.75000000000013,451.0,58.0,1.0,Very High
24.72,37.03,139.66666666666663,473.0,61.0,1.0,Very High
25.72,37.03,118.0833333333333,481.0,61.0,1.0,Very High
26.22,37.03,47.00000000000002,336.0,55.0,1.0,Very High
26.72,37.03,637.7500000000007,458.0,57.0,1.0,Very High
27.22,37.03,525.1666666666667,278.0,36.0,3.0,Moderate
-4.28,36.53,2866.4166666666692,496.0,62.0,0.0,Very High
-3.78,36.53,1284.333333333331,539.0,61.0,0.0,Very High
-3.28,36.53,241.83333333333323,564.0,62.0,0.0,Very High
-2.78,36.53,447.91666666666697,599.0,66.0,0.0,Very High
-2.28,36.53,563.5000000000001,606.0,64.0,0.0,Very High
-1.78,36.53,1110.249999999998,542.0,60.0,0.0,Very High
-1.28,36.53,44.33333333333335,233.0,32.0,3.0,Moderate
-0.78,36.53,57.333333333333336,154.0,22.0,4.0,Moderate
-0.28,36.53,7.500000000000002,162.0,26.0,4.0,Moderate
0.22,36.53,0.0,186.0,30.0,3.0,Moderate
0.72,36.53,0.0,266.0,34.0,3.0,Moderate
1.22,36.53,0.0,385.0,52.0,1.0,Very High
11.22,36.53,70.74999999999996,382.0,58.0,1.0,Very High
11.72,36.53,539.6666666666665,401.0,56.0,1.0,Very High
12.22,36.53,458.166666666666,508.0,60.0,0.0,Very High
12.72,36.53,1046.5833333333314,395.0,60.0,1.0,Very High
13.22,36.53,878.4166666666661,372.0,59.0,1.0,Very High
13.72,36.53,1528.4166666666642,423.0,62.0,0.0,Very High
14.22,36.53,699.1666666666677,559.0,63.0,0.0,Very High
14.72,36.53,727.9166666666673,455.0,62.0,1.0,Very High
15.22,36.53,1478.499999999999,452.0,53.0,0.0,Very High
15.72,36.53,5.666666666666671,197.0,27.0,3.0,Moderate
16.22,36.53,2.0833333333333313,72.0,9.0,5.0,Very Low
16.72,36.53,3.0,54.0,5.0,6.0,Very Low
17.22,36.53,0.0,35.0,0.0,6.0,Very Low
17.72,36.53,6.333333333333342,31.0,0.0,6.0,Very Low
18.22,36.53,14.6666666666667,34.0,0.0,6.0,Very Low
18.72,36.53,3.9166666666666723,37.0,1.0,6.0,Very Low
19.22,36.53,0.0,36.0,2.0,6.0,Very Low
19.72,36.53,10.083333333333343,36.0,1.0,6.0,Very Low
20.22,36.53,0.0,47.0,4.0,6.0,Very Low
20.72,36.53,5.750000000000001,78.0,8.0,5.0,Very Low
21.22,36.53,2.500000000000002,140.0,22.0,4.0,Moderate
21.72,36.53,9.666666666666668,180.0,21.0,4.0,Moderate
22.22,36.53,6.166666666666669,331.0,43.0,2.0,High
22.72,36.53,0.0,401.0,47.0,1.0,Very High
23.22,36.53,0.0,456.0,57.0,1.0,Very High
23.72,36.53,0.0,336.0,53.0,2.0,High
24.22,36.53,4.833333333333336,425.0,57.0,1.0,Very High
24.72,36.53,18.500000000000036,481.0,62.0,1.0,Very High
25.22,36.53,21.50000000000002,452.0,57.0,1.0,Very High
25.72,36.53,13.833333333333346,459.0,58.0,1.0,Very High
26.22,36.53,28.833333333333343,468.0,58.0,1.0,Very High
26.72,36.53,150.5833333333334,443.0,59.0,1.0,Very High
27.22,36.53,285.5833333333335,406.0,53.0,1.0,Very High
27.72,36.53,389.5833333333333,404.0,53.0,1.0,Very High
28.22,36.53,309.75000000000017,408.0,52.0,1.0,Very High
28.72,36.53,92.41666666666664,425.0,50.0,1.0,Very High
30.72,36.53,158.33333333333337,510.0,57.0,0.0,Very High
31.22,36.53,200.8333333333334,451.0,56.0,1.0,Very High
31.72,36.53,82.25,319.0,39.0,2.0,High
34.72,36.53,2336.249999999993,313.0,43.0,2.0,High
35.22,36.53,21.25,271.0,41.0,2.0,High
35.72,36.53,188.50000000000014,287.0,45.0,2.0,High
-5.78,36.03,0.0,415.0,54.0,1.0,Very High
-5.28,36.03,571.5833333333337,535.0,63.0,0.0,Very High
-4.78,36.03,668.2500000000005,475.0,57.0,1.0,Very High
-4.28,36.03,235.8333333333334,408.0,53.0,1.0,Very High
-3.78,36.03,18.666666666666686,402.0,53.0,1.0,Very High
-3.28,36.03,18.000000000000004,407.0,56.0,1.0,Very High
-2.78,36.03,68.91666666666667,434.0,59.0,1.0,Very High
-2.28,36.03,12.41666666666668,343.0,49.0,2.0,High
-1.78,36.03,1.0000000000000009,228.0,33.0,3.0,Moderate
-1.28,36.03,0.0,186.0,29.0,3.0,Moderate
-0.78,36.03,0.0,175.0,25.0,4.0,Moderate
-0.28,36.03,0.0,369.0,49.0,2.0,High
10.72,36.03,5.4166666666666705,273.0,42.0,2.0,High
11.22,36.03,68.33333333333337,219.0,44.0,2.0,High
11.72,36.03,789.6666666666667,236.0,47.0,2.0,High
12.22,36.03,324.83333333333366,343.0,55.0,1.0,Very High
12.72,36.03,74.33333333333341,247.0,47.0,2.0,High
13.22,36.03,1223.583333333333,239.0,41.0,2.0,High
13.72,36.03,201.25000000000017,311.0,51.0,2.0,High
14.22,36.03,90.25000000000004,527.0,60.0,0.0,Very High
14.72,36.03,117.99999999999999,403.0,59.0,1.0,Very High
15.22,36.03,1541.1666666666688,400.0,59.0,1.0,Very High
15.72,36.03,10.916666666666693,191.0,21.0,4.0,Moderate
16.22,36.03,13.416666666666668,62.0,6.0,6.0,Very Low
16.72,36.03,0.0,39.0,0.0,6.0,Very Low
17.22,36.03,0.0,34.0,0.0,6.0,Very Low
17.72,36.03,5.2500000000000036,37.0,1.0,6.0,Very Low
18.22,36.03,5.66666666666667,40.0,1.0,6.0,Very Low
18.72,36.03,0.0,37.0,3.0,6.0,Very Low
19.22,36.03,0.0,36.0,2.0,6.0,Very Low
19.72,36.03,0.0,35.0,2.0,6.0,Very Low
20.22,36.03,10.083333333333343,43.0,4.0,6.0,Very Low
20.72,36.03,17.333333333333346,53.0,3.0,6.0,Very Low
21.22,36.03,13.416666666666677,162.0,24.0,4.0,Moderate
21.72,36.03,2.0833333333333353,142.0,22.0,4.0,Moderate
22.22,36.03,10.333333333333348,175.0,23.0,4.0,Moderate
22.72,36.03,1.166666666666668,241.0,36.0,3.0,Moderate
23.22,36.03,6.166666666666669,382.0,54.0,1.0,Very High
23.72,36.03,3.9166666666666696,267.0,45.0,2.0,High
24.22,36.03,0.0,246.0,43.0,2.0,High
24.72,36.03,1.3333333333333337,280.0,49.0,2.0,High
25.22,36.03,0.0,352.0,49.0,2.0,High
25.72,36.03,0.0,311.0,47.0,2.0,High
26.22,36.03,786.4166666666658,316.0,50.0,2.0,High
26.72,36.03,334.08333333333326,313.0,47.0,2.0,High
27.22,36.03,12.833333333333366,315.0,43.0,2.0,High
27.72,36.03,181.3333333333334,429.0,48.0,1.0,Very High
28.22,36.03,101.58333333333329,221.0,30.0,3.0,Moderate
28.72,36.03,25.333333333333382,169.0,26.0,4.0,Moderate
29.22,36.03,64.16666666666671,228.0,29.0,3.0,Moderate
29.72,36.03,36.583333333333336,220.0,30.0,3.0,Moderate
30.22,36.03,19.250000000000032,268.0,36.0,3.0,Moderate
30.72,36.03,53.66666666666668,286.0,41.0,2.0,High
31.22,36.03,104.49999999999999,214.0,34.0,3.0,Moderate
31.72,36.03,233.16666666666683,203.0,31.0,3.0,Moderate
32.22,36.03,112.00000000000003,352.0,50.0,2.0,High
32.72,36.03,59.33333333333333,210.0,17.0,4.0,Moderate
33.22,36.03,21.333333333333364,311.0,42.0,2.0,High
33.72,36.03,86.41666666666667,381.0,48.0,2.0,High
34.22,36.03,195.83333333333346,434.0,56.0,1.0,Very High
34.72,36.03,221.16666666666666,299.0,49.0,2.0,High
35.22,36.03,286.4166666666666,331.0,50.0,2.0,High
35.72,36.03,105.00000000000007,391.0,54.0,1.0,Very High
-4.78,35.53,0.0,428.0,56.0,1.0,Very High
-4.28,35.53,0.0,344.0,51.0,2.0,High
-3.78,35.53,0.0,403.0,55.0,1.0,Very High
-3.28,35.53,122.33333333333333,455.0,60.0,1.0,Very High
-2.78,35.53,58.83333333333336,551.0,64.0,0.0,Very High
-2.28,35.53,0.0,449.0,64.0,1.0,Very High
-1.78,35.53,0.0,427.0,58.0,1.0,Very High
-1.28,35.53,0.0,538.0,60.0,0.0,Very High
11.22,35.53,13.916666666666675,296.0,46.0,2.0,High
11.72,35.53,54.66666666666667,204.0,43.0,3.0,Moderate
12.22,35.53,794.6666666666669,184.0,40.0,3.0,Moderate
12.72,35.53,788.1666666666661,186.0,34.0,3.0,Moderate
13.22,35.53,410.74999999999983,220.0,42.0,3.0,Moderate
13.72,35.53,1072.0,315.0,55.0,2.0,High
14.22,35.53,79.41666666666663,463.0,57.0,1.0,Very High
14.72,35.53,929.250000000002,488.0,59.0,0.0,Very High
15.22,35.53,126.00000000000003,327.0,55.0,2.0,High
15.72,35.53,96.41666666666659,154.0,21.0,4.0,Moderate
16.22,35.53,17.750000000000007,112.0,19.0,4.0,Moderate
16.72,35.53,25.583333333333336,42.0,1.0,6.0,Very Low
17.22,35.53,14.416666666666707,42.0,1.0,6.0,Very Low
17.72,35.53,0.0,41.0,2.0,6.0,Very Low
18.22,35.53,0.9166666666666674,37.0,2.0,6.0,Very Low
18.72,35.53,0.0,36.0,2.0,6.0,Very Low
19.22,35.53,0.0,23.0,1.0,6.0,Very Low
19.72,35.53,0.0,19.0,1.0,6.0,Very Low
20.22,35.53,0.0,30.0,1.0,6.0,Very Low
20.72,35.53,3.750000000000001,38.0,2.0,6.0,Very Low
21.22,35.53,2.250000000000001,80.0,12.0,5.0,Very Low
21.72,35.53,0.0,128.0,21.0,4.0,Moderate
22.22,35.53,21.33333333333334,155.0,21.0,4.0,Moderate
22.72,35.53,0.0,131.0,14.0,5.0,Very Low
23.22,35.53,21.08333333333337,175.0,31.0,3.0,Moderate
24.22,35.53,339.9166666666667,333.0,45.0,2.0,High
24.72,35.53,22.666666666666675,196.0,34.0,3.0,Moderate
25.22,35.53,531.4166666666674,213.0,37.0,3.0,Moderate
25.72,35.53,282.91666666666674,242.0,42.0,2.0,High
26.22,35.53,21.750000000000043,224.0,38.0,3.0,Moderate
26.72,35.53,0.9166666666666673,212.0,34.0,3.0,Moderate
27.22,35.53,10.16666666666668,297.0,41.0,2.0,High
27.72,35.53,586.75,365.0,46.0,2.0,High
28.22,35.53,7.749999999999998,163.0,21.0,4.0,Moderate
28.72,35.53,2.2500000000000013,153.0,20.0,4.0,Moderate
29.22,35.53,24.833333333333336,121.0,16.0,5.0,Very Low
29.72,35.53,33.500000000000014,186.0,28.0,3.0,Moderate
30.22,35.53,27.00000000000002,181.0,23.0,4.0,Moderate
30.72,35.53,14.00000000000001,190.0,26.0,4.0,Moderate
31.22,35.53,1.2500000000000009,167.0,28.0,4.0,Moderate
31.72,35.53,8.5,162.0,29.0,3.0,Moderate
32.22,35.53,25.416666666666675,205.0,34.0,3.0,Moderate
32.72,35.53,105.24999999999997,252.0,38.0,3.0,Moderate
33.22,35.53,6.750000000000007,286.0,49.0,2.0,High
33.72,35.53,23.250000000000014,285.0,50.0,2.0,High
34.72,35.53,87.1666666666666,382.0,53.0,1.0,Very High
35.22,35.53,233.08333333333354,288.0,49.0,2.0,High
35.72,35.53,46.00000000000001,459.0,57.0,1.0,Very High
11.22,35.03,40.249999999999986,284.0,43.0,2.0,High
11.72,35.03,19.833333333333343,180.0,33.0,3.0,Moderate
12.22,35.03,66.16666666666667,111.0,24.0,4.0,Moderate
12.72,35.03,1634.5833333333355,120.0,31.0,3.0,Moderate
13.22,35.03,195.58333333333337,152.0,34.0,3.0,Moderate
13.72,35.03,742.1666666666686,206.0,41.0,3.0,Moderate
14.22,35.03,519.8333333333342,218.0,43.0,2.0,High
14.72,35.03,285.3333333333331,231.0,42.0,2.0,High
15.22,35.03,68.6666666666668,195.0,41.0,3.0,Moderate
15.72,35.03,42.33333333333339,97.0,18.0,4.0,Moderate
16.22,35.03,13.583333333333366,61.0,6.0,6.0,Very Low
16.72,35.03,5.000000000000002,55.0,4.0,6.0,Very Low
17.22,35.03,8.416666666666675,53.0,5.0,6.0,Very Low
17.72,35.03,0.0833333333333333,41.0,4.0,6.0,Very Low
18.22,35.03,0.0,35.0,4.0,6.0,Very Low
18.72,35.03,0.0,33.0,2.0,6.0,Very Low
19.22,35.03,0.0,24.0,2.0,6.0,Very Low
19.72,35.03,0.0,18.0,2.0,6.0,Very Low
20.22,35.03,0.0,39.0,3.0,6.0,Very Low
20.72,35.03,0.0,35.0,0.0,6.0,Very Low
21.22,35.03,0.0,51.0,4.0,6.0,Very Low
21.72,35.03,0.0,62.0,8.0,5.0,Very Low
22.22,35.03,0.0,79.0,12.0,5.0,Very Low
22.72,35.03,2.5000000000000036,99.0,14.0,5.0,Very Low
23.22,35.03,3.666666666666671,133.0,17.0,4.0,Moderate
23.72,35.03,0.0,215.0,30.0,3.0,Moderate
24.22,35.03,262.1666666666666,336.0,44.0,2.0,High
24.72,35.03,316.8333333333334,212.0,18.0,4.0,Moderate
26.72,35.03,0.0,199.0,33.0,3.0,Moderate
27.22,35.03,0.5000000000000006,202.0,28.0,3.0,Moderate
27.72,35.03,0.0,177.0,24.0,4.0,Moderate
28.22,35.03,0.0,170.0,23.0,4.0,Moderate
28.72,35.03,0.9166666666666673,82.0,10.0,5.0,Very Low
29.22,35.03,0.0,91.0,16.0,5.0,Very Low
29.72,35.03,7.416666666666668,153.0,22.0,4.0,Moderate
30.22,35.03,5.500000000000002,167.0,27.0,4.0,Moderate
30.72,35.03,2.1666666666666674,170.0,27.0,4.0,Moderate
31.22,35.03,0.5000000000000001,180.0,33.0,3.0,Moderate
31.72,35.03,0.0,187.0,33.0,3.0,Moderate
32.22,35.03,6.000000000000003,314.0,43.0,2.0,High
34.22,35.03,35.666666666666714,398.0,53.0,1.0,Very High
34.72,35.03,82.91666666666663,259.0,43.0,2.0,High
35.22,35.03,41.416666666666735,287.0,47.0,2.0,High
35.72,35.03,1.5000000000000013,434.0,55.0,1.0,Very High
10.72,34.53,3.250000000000003,303.0,44.0,2.0,High
11.22,34.53,0.0,313.0,44.0,2.0,High
11.72,34.53,0.0,201.0,31.0,3.0,Moderate
12.22,34.53,8.916666666666671,118.0,26.0,4.0,Moderate
12.72,34.53,111.00000000000009,102.0,28.0,4.0,Moderate
13.22,34.53,208.25000000000003,94.0,22.0,4.0,Moderate
13.72,34.53,83.0833333333334,87.0,26.0,4.0,Moderate
14.22,34.53,77.08333333333341,71.0,24.0,4.0,Moderate
14.72,34.53,71.58333333333344,62.0,21.0,4.0,Moderate
15.22,34.53,19.250000000000014,60.0,19.0,5.0,Very Low
15.72,34.53,8.333333333333337,52.0,18.0,5.0,Very Low
16.22,34.53,6.083333333333334,24.0,4.0,6.0,Very Low
16.72,34.53,8.166666666666664,9.0,1.0,6.0,Very Low
17.22,34.53,6.666666666666669,28.0,3.0,6.0,Very Low
17.72,34.53,8.083333333333332,38.0,4.0,6.0,Very Low
18.22,34.53,0.0,30.0,3.0,6.0,Very Low
18.72,34.53,0.0,24.0,0.0,6.0,Very Low
19.22,34.53,0.0,30.0,0.0,6.0,Very Low
19.72,34.53,0.0,16.0,1.0,6.0,Very Low
20.22,34.53,0.0,22.0,2.0,6.0,Very Low
20.72,34.53,0.0,40.0,4.0,6.0,Very Low
21.22,34.53,0.0,51.0,5.0,6.0,Very Low
21.72,34.53,0.0,66.0,10.0,5.0,Very Low
22.22,34.53,0.0,75.0,10.0,5.0,Very Low
22.72,34.53,0.0,59.0,6.0,6.0,Very Low
23.22,34.53,3.7500000000000027,74.0,9.0,5.0,Very Low
23.72,34.53,3.4166666666666705,167.0,25.0,4.0,Moderate
24.22,34.53,58.83333333333333,176.0,26.0,4.0,Moderate
24.72,34.53,31.416666666666625,234.0,34.0,3.0,Moderate
25.22,34.53,55.33333333333333,263.0,41.0,2.0,High
25.72,34.53,105.41666666666663,210.0,31.0,3.0,Moderate
26.22,34.53,8.75,155.0,21.0,4.0,Moderate
26.72,34.53,3.916666666666668,163.0,22.0,4.0,Moderate
27.22,34.53,0.0,156.0,17.0,4.0,Moderate
27.72,34.53,0.0,154.0,18.0,4.0,Moderate
28.22,34.53,0.0,97.0,11.0,5.0,Very Low
28.72,34.53,0.0,85.0,12.0,5.0,Very Low
29.22,34.53,0.0,84.0,13.0,5.0,Very Low
29.72,34.53,0.0,94.0,14.0,5.0,Very Low
30.22,34.53,0.0,97.0,16.0,5.0,Very Low
30.72,34.53,0.5000000000000002,109.0,18.0,4.0,Moderate
31.22,34.53,0.0,166.0,30.0,3.0,Moderate
31.72,34.53,0.5000000000000002,181.0,32.0,3.0,Moderate
32.22,34.53,243.5000000000004,292.0,41.0,2.0,High
32.72,34.53,181.66666666666663,197.0,15.0,4.0,Moderate
33.22,34.53,509.083333333333,363.0,50.0,2.0,High
33.72,34.53,137.24999999999983,403.0,53.0,1.0,Very High
34.22,34.53,160.00000000000023,252.0,41.0,2.0,High
34.72,34.53,19.58333333333336,212.0,38.0,3.0,Moderate
35.22,34.53,1.7499999999999996,253.0,44.0,2.0,High
35.72,34.53,0.0,426.0,54.0,1.0,Very High
10.22,34.03,0.0,312.0,46.0,2.0,High
10.72,34.03,0.1666666666666666,376.0,58.0,1.0,Very High
11.22,34.03,0.6666666666666669,204.0,36.0,3.0,Moderate
11.72,34.03,18.6666666666667,124.0,29.0,4.0,Moderate
12.22,34.03,4.1666666666666705,111.0,31.0,4.0,Moderate
12.72,34.03,19.583333333333353,105.0,27.0,4.0,Moderate
13.22,34.03,24.666666666666682,86.0,21.0,4.0,Moderate
13.72,34.03,32.25000000000002,70.0,21.0,4.0,Moderate
14.22,34.03,13.333333333333359,54.0,17.0,5.0,Very Low
14.72,34.03,62.250000000000085,44.0,14.0,5.0,Very Low
15.22,34.03,50.75000000000005,34.0,10.0,5.0,Very Low
15.72,34.03,17.916666666666714,20.0,5.0,6.0,Very Low
16.22,34.03,17.500000000000032,9.0,1.0,6.0,Very Low
16.72,34.03,20.25,11.0,1.0,6.0,Very Low
17.22,34.03,10.916666666666673,14.0,3.0,6.0,Very Low
17.72,34.03,6.750000000000002,13.0,3.0,6.0,Very Low
18.22,34.03,0.0,25.0,3.0,6.0,Very Low
18.72,34.03,0.0,24.0,0.0,6.0,Very Low
19.22,34.03,0.0,28.0,1.0,6.0,Very Low
19.72,34.03,1.6666666666666672,31.0,1.0,6.0,Very Low
20.22,34.03,0.0,26.0,1.0,6.0,Very Low
20.72,34.03,0.0,39.0,1.0,6.0,Very Low
21.22,34.03,0.0,74.0,11.0,5.0,Very Low
21.72,34.03,2.0833333333333344,78.0,11.0,5.0,Very Low
22.22,34.03,0.0,80.0,13.0,5.0,Very Low
22.72,34.03,0.0,87.0,13.0,5.0,Very Low
23.22,34.03,0.0,89.0,11.0,5.0,Very Low
23.72,34.03,0.0,107.0,15.0,5.0,Very Low
24.22,34.03,5.8333333333333375,81.0,9.0,5.0,Very Low
24.72,34.03,20.00000000000003,110.0,13.0,5.0,Very Low
25.22,34.03,37.50000000000003,115.0,13.0,5.0,Very Low
25.72,34.03,13.833333333333364,114.0,19.0,4.0,Moderate
26.22,34.03,16.25000000000002,83.0,10.0,5.0,Very Low
26.72,34.03,0.0,114.0,15.0,5.0,Very Low
27.22,34.03,0.0,97.0,15.0,5.0,Very Low
27.72,34.03,0.0,67.0,11.0,5.0,Very Low
28.22,34.03,0.0,62.0,10.0,5.0,Very Low
28.72,34.03,0.0,54.0,9.0,5.0,Very Low
29.22,34.03,0.0,52.0,8.0,5.0,Very Low
29.72,34.03,2.91666666666667,55.0,9.0,5.0,Very Low
30.22,34.03,0.0,54.0,10.0,5.0,Very Low
30.72,34.03,0.0,77.0,12.0,5.0,Very Low
31.22,34.03,0.0,124.0,21.0,4.0,Moderate
31.72,34.03,0.5000000000000003,133.0,23.0,4.0,Moderate
32.22,34.03,162.08333333333323,138.0,25.0,4.0,Moderate
32.72,34.03,30.833333333333343,164.0,28.0,4.0,Moderate
33.22,34.03,17.00000000000004,165.0,25.0,4.0,Moderate
33.72,34.03,21.083333333333346,186.0,29.0,3.0,Moderate
34.22,34.03,15.16666666666669,183.0,34.0,3.0,Moderate
34.72,34.03,8.083333333333336,203.0,40.0,3.0,Moderate
35.22,34.03,1.5833333333333337,253.0,43.0,2.0,High
10.72,33.53,0.0,311.0,46.0,2.0,High
11.22,33.53,0.0,267.0,37.0,3.0,Moderate
11.72,33.53,0.0,169.0,32.0,3.0,Moderate
12.22,33.53,0.0,147.0,38.0,3.0,Moderate
12.72,33.53,0.0,151.0,39.0,3.0,Moderate
13.22,33.53,3.083333333333335,134.0,34.0,3.0,Moderate
13.72,33.53,0.9166666666666672,95.0,27.0,4.0,Moderate
14.22,33.53,13.6666666666667,74.0,22.0,4.0,Moderate
14.72,33.53,62.666666666666664,51.0,17.0,5.0,Very Low
15.22,33.53,178.33333333333363,19.0,8.0,6.0,Very Low
15.72,33.53,10.083333333333352,9.0,3.0,6.0,Very Low
16.22,33.53,16.33333333333337,3.0,1.0,6.0,Very Low
16.72,33.53,10.666666666666664,4.0,2.0,6.0,Very Low
17.22,33.53,4.91666666666667,5.0,2.0,6.0,Very Low
17.72,33.53,19.750000000000032,6.0,3.0,6.0,Very Low
18.22,33.53,9.75000000000001,13.0,1.0,6.0,Very Low
18.72,33.53,0.0,21.0,0.0,6.0,Very Low
19.22,33.53,0.0,28.0,0.0,6.0,Very Low
19.72,33.53,0.0,73.0,5.0,6.0,Very Low
20.22,33.53,0.2500000000000003,74.0,3.0,6.0,Very Low
20.72,33.53,0.2499999999999999,46.0,3.0,6.0,Very Low
21.22,33.53,0.0,77.0,9.0,5.0,Very Low
21.72,33.53,0.0,79.0,9.0,5.0,Very Low
22.22,33.53,0.0,102.0,13.0,5.0,Very Low
22.72,33.53,0.0,131.0,16.0,4.0,Moderate
23.22,33.53,0.0,127.0,16.0,4.0,Moderate
23.72,33.53,0.0,90.0,13.0,5.0,Very Low
24.22,33.53,1.5833333333333353,64.0,11.0,5.0,Very Low
24.72,33.53,0.0,59.0,6.0,6.0,Very Low
25.22,33.53,2.6666666666666687,73.0,11.0,5.0,Very Low
25.72,33.53,0.0,66.0,12.0,5.0,Very Low
26.22,33.53,0.5833333333333335,57.0,8.0,5.0,Very Low
26.72,33.53,0.0,61.0,10.0,5.0,Very Low
27.22,33.53,0.0,50.0,10.0,5.0,Very Low
27.72,33.53,0.0,34.0,4.0,6.0,Very Low
28.22,33.53,0.0,35.0,5.0,6.0,Very Low
28.72,33.53,0.0,32.0,3.0,6.0,Very Low
29.22,33.53,0.0,24.0,2.0,6.0,Very Low
29.72,33.53,0.0,29.0,4.0,6.0,Very Low
30.22,33.53,0.0,35.0,4.0,6.0,Very Low
30.72,33.53,0.0,55.0,10.0,5.0,Very Low
31.22,33.53,0.0,97.0,19.0,4.0,Moderate
31.72,33.53,0.0,134.0,24.0,4.0,Moderate
