longitude,latitude,fishing activity 2019_unreported_fishing,species richness 2019,stocks richness 2019,clusterid,risk
32.22,33.53,0.8333333333333341,137.0,24.0,4.0,Moderate
32.72,33.53,8.750000000000005,133.0,18.0,4.0,Moderate
33.22,33.53,0.5000000000000001,151.0,27.0,4.0,Moderate
33.72,33.53,0.8333333333333339,156.0,33.0,3.0,Moderate
34.22,33.53,0.0,179.0,38.0,3.0,Moderate
34.72,33.53,0.0,231.0,41.0,3.0,Moderate
35.22,33.53,0.0,435.0,56.0,1.0,Very High
12.22,33.03,0.0,223.0,37.0,3.0,Moderate
12.72,33.03,0.0,218.0,45.0,2.0,High
13.22,33.03,2.0000000000000004,263.0,46.0,2.0,High
13.72,33.03,4.250000000000005,236.0,46.0,2.0,High
14.22,33.03,7.9166666666666705,141.0,32.0,3.0,Moderate
14.72,33.03,58.66666666666667,103.0,26.0,4.0,Moderate
15.22,33.03,0.0,48.0,17.0,5.0,Very Low
15.72,33.03,0.0,7.0,0.0,6.0,Very Low
16.22,33.03,0.0,7.0,1.0,6.0,Very Low
16.72,33.03,0.0,4.0,1.0,6.0,Very Low
17.22,33.03,0.0,5.0,2.0,6.0,Very Low
17.72,33.03,2.583333333333337,2.0,1.0,6.0,Very Low
18.22,33.03,1.666666666666667,9.0,1.0,6.0,Very Low
18.72,33.03,0.6666666666666672,26.0,1.0,6.0,Very Low
19.22,33.03,2.3333333333333357,36.0,2.0,6.0,Very Low
19.72,33.03,0.0,43.0,1.0,6.0,Very Low
20.22,33.03,1.7500000000000016,80.0,6.0,6.0,Very Low
20.72,33.03,0.0,93.0,9.0,5.0,Very Low
21.22,33.03,0.0,105.0,12.0,5.0,Very Low
21.72,33.03,0.0,74.0,10.0,5.0,Very Low
22.22,33.03,0.0,74.0,10.0,5.0,Very Low
22.72,33.03,0.0,107.0,15.0,5.0,Very Low
23.22,33.03,0.0,132.0,20.0,4.0,Moderate
23.72,33.03,0.0,81.0,10.0,5.0,Very Low
24.22,33.03,0.0,57.0,8.0,5.0,Very Low
24.72,33.03,0.0,53.0,5.0,6.0,Very Low
25.22,33.03,0.0,56.0,8.0,5.0,Very Low
25.72,33.03,0.0,56.0,8.0,5.0,Very Low
26.22,33.03,0.0,46.0,4.0,6.0,Very Low
26.72,33.03,0.0,45.0,3.0,6.0,Very Low
27.22,33.03,0.0,42.0,2.0,6.0,Very Low
27.72,33.03,0.0,31.0,1.0,6.0,Very Low
28.22,33.03,0.0,27.0,1.0,6.0,Very Low
28.72,33.03,0.0,25.0,1.0,6.0,Very Low
29.22,33.03,0.0,28.0,3.0,6.0,Very Low
29.72,33.03,0.0,43.0,4.0,6.0,Very Low
30.22,33.03,0.0,63.0,10.0,5.0,Very Low
30.72,33.03,0.0,84.0,18.0,5.0,Very Low
31.22,33.03,0.0,106.0,21.0,4.0,Moderate
31.72,33.03,0.0,108.0,20.0,4.0,Moderate
32.22,33.03,0.0,90.0,20.0,4.0,Moderate
32.72,33.03,0.0,84.0,17.0,5.0,Very Low
33.22,33.03,0.0,119.0,27.0,4.0,Moderate
33.72,33.03,1.0000000000000007,162.0,34.0,3.0,Moderate
34.22,33.03,0.0,193.0,38.0,3.0,Moderate
34.72,33.03,0.0,319.0,49.0,2.0,High
14.72,32.53,1.7500000000000004,192.0,26.0,4.0,Moderate
15.22,32.53,1.9166666666666679,88.0,22.0,4.0,Moderate
15.72,32.53,5.083333333333336,29.0,11.0,5.0,Very Low
16.22,32.53,0.0,8.0,1.0,6.0,Very Low
16.72,32.53,0.0,8.0,1.0,6.0,Very Low
17.22,32.53,0.0,6.0,1.0,6.0,Very Low
17.72,32.53,0.0,5.0,1.0,6.0,Very Low
18.22,32.53,0.0,4.0,1.0,6.0,Very Low
18.72,32.53,0.0,19.0,1.0,6.0,Very Low
19.22,32.53,0.0,43.0,7.0,6.0,Very Low
19.72,32.53,0.0,81.0,14.0,5.0,Very Low
20.22,32.53,0.0,132.0,20.0,4.0,Moderate
23.22,32.53,0.0,225.0,36.0,3.0,Moderate
23.72,32.53,0.0,100.0,17.0,5.0,Very Low
24.22,32.53,0.0,71.0,10.0,5.0,Very Low
24.72,32.53,0.0,48.0,5.0,6.0,Very Low
25.22,32.53,0.0,41.0,5.0,6.0,Very Low
25.72,32.53,0.0,41.0,5.0,6.0,Very Low
26.22,32.53,0.0,39.0,3.0,6.0,Very Low
26.72,32.53,0.0,39.0,4.0,6.0,Very Low
27.22,32.53,0.0,50.0,7.0,6.0,Very Low
27.72,32.53,0.0,49.0,8.0,5.0,Very Low
28.22,32.53,0.0,49.0,4.0,6.0,Very Low
28.72,32.53,0.0,47.0,4.0,6.0,Very Low
29.22,32.53,0.0,49.0,4.0,6.0,Very Low
29.72,32.53,0.0,91.0,10.0,5.0,Very Low
30.22,32.53,0.0,141.0,26.0,4.0,Moderate
30.72,32.53,0.0,158.0,27.0,4.0,Moderate
31.22,32.53,0.0,154.0,24.0,4.0,Moderate
31.72,32.53,0.0,149.0,28.0,4.0,Moderate
32.22,32.53,0.0,119.0,24.0,4.0,Moderate
32.72,32.53,0.0,96.0,19.0,4.0,Moderate
33.22,32.53,0.0,117.0,25.0,4.0,Moderate
33.72,32.53,0.0,159.0,29.0,3.0,Moderate
34.22,32.53,0.0,234.0,44.0,2.0,High
34.72,32.53,28.166666666666668,467.0,58.0,1.0,Very High
15.72,32.03,0.0,49.0,13.0,5.0,Very Low
16.22,32.03,0.916666666666667,34.0,11.0,5.0,Very Low
16.72,32.03,0.0,6.0,0.0,6.0,Very Low
17.22,32.03,0.0,10.0,2.0,6.0,Very Low
17.72,32.03,0.0,18.0,4.0,6.0,Very Low
18.22,32.03,0.0,17.0,3.0,6.0,Very Low
18.72,32.03,0.0,22.0,5.0,6.0,Very Low
19.22,32.03,0.0,48.0,7.0,6.0,Very Low
19.72,32.03,0.0,152.0,27.0,4.0,Moderate
24.22,32.03,0.0,110.0,12.0,5.0,Very Low
24.72,32.03,0.0,99.0,18.0,4.0,Moderate
25.22,32.03,0.0,58.0,9.0,5.0,Very Low
25.72,32.03,0.0,56.0,8.0,5.0,Very Low
26.22,32.03,0.0,55.0,8.0,5.0,Very Low
26.72,32.03,0.0,57.0,10.0,5.0,Very Low
27.22,32.03,0.0,66.0,9.0,5.0,Very Low
27.72,32.03,0.0,67.0,10.0,5.0,Very Low
28.22,32.03,0.0,65.0,9.0,5.0,Very Low
28.72,32.03,0.0,69.0,7.0,5.0,Very Low
29.22,32.03,0.0,107.0,16.0,5.0,Very Low
29.72,32.03,0.0,122.0,19.0,4.0,Moderate
30.22,32.03,0.0,159.0,26.0,4.0,Moderate
30.72,32.03,0.0,200.0,36.0,3.0,Moderate
31.22,32.03,0.0,209.0,33.0,3.0,Moderate
31.72,32.03,0.0,194.0,33.0,3.0,Moderate
32.22,32.03,0.0,157.0,26.0,4.0,Moderate
32.72,32.03,0.0,129.0,27.0,4.0,Moderate
33.22,32.03,0.0,126.0,24.0,4.0,Moderate
33.72,32.03,0.0,160.0,31.0,3.0,Moderate
34.22,32.03,62.00000000000002,314.0,48.0,2.0,High
34.72,32.03,281.6666666666664,409.0,52.0,1.0,Very High
15.72,31.53,0.0,56.0,11.0,5.0,Very Low
16.22,31.53,0.0,26.0,7.0,6.0,Very Low
16.72,31.53,0.0,38.0,12.0,5.0,Very Low
17.22,31.53,0.0,50.0,13.0,5.0,Very Low
17.72,31.53,0.0,45.0,10.0,5.0,Very Low
18.22,31.53,0.0,39.0,10.0,5.0,Very Low
18.72,31.53,0.0,30.0,6.0,6.0,Very Low
19.22,31.53,0.0,84.0,19.0,4.0,Moderate
19.72,31.53,0.0,141.0,24.0,4.0,Moderate
25.22,31.53,0.0,93.0,11.0,5.0,Very Low
26.72,31.53,0.0,115.0,20.0,4.0,Moderate
27.22,31.53,0.0,131.0,21.0,4.0,Moderate
27.72,31.53,0.0,160.0,24.0,4.0,Moderate
28.22,31.53,0.0,126.0,21.0,4.0,Moderate
28.72,31.53,0.0,125.0,22.0,4.0,Moderate
29.22,31.53,0.0,127.0,18.0,4.0,Moderate
29.72,31.53,0.0,202.0,36.0,3.0,Moderate
30.22,31.53,0.0,187.0,30.0,3.0,Moderate
30.72,31.53,0.0,180.0,28.0,3.0,Moderate
31.72,31.53,0.0,207.0,31.0,3.0,Moderate
32.22,31.53,0.0,179.0,31.0,3.0,Moderate
32.72,31.53,0.0,190.0,35.0,3.0,Moderate
33.22,31.53,0.0,195.0,33.0,3.0,Moderate
33.72,31.53,0.0,212.0,36.0,3.0,Moderate
34.22,31.53,223.58333333333323,359.0,44.0,2.0,High
17.72,31.03,0.0,85.0,17.0,5.0,Very Low
18.22,31.03,0.0,73.0,17.0,5.0,Very Low
18.72,31.03,0.0,73.0,17.0,5.0,Very Low
19.22,31.03,0.0,76.0,19.0,4.0,Moderate
19.72,31.03,0.0,177.0,30.0,3.0,Moderate
28.72,31.03,0.0,248.0,38.0,3.0,Moderate
29.22,31.03,0.0,237.0,35.0,3.0,Moderate
18.72,30.53,0.0,114.0,23.0,4.0,Moderate
19.22,30.53,0.0,101.0,25.0,4.0,Moderate
19.72,30.53,0.0,136.0,23.0,4.0,Moderate
