longitude,latitude,all_spp_cpue_2020_std,five_spp_cpue_2020_std,cod_cpue_2020_std,cod_spawning_area_2020,bathymetry_2020_std,bottom_temperature_2020_std,surface_net_primary_production_2020_std,bottom_dissolved_oxygen_2020_std,bottom_dissolved_oxygen_2020_inv_std,fishing_activity_hours_2020_std,ship_density_route_2020_std,bottom_salinity_2020_std,dumping_site_2020,military_area_2020,wind_farm_2020,bedrock_seabed_2020,hard_bottom_seabed_2020,sand_seabed_2020,hard_clay_seabed_2020,mud_seabed_2020
20.47765369,55.24932413,-0.656658198,-0.394583111,-0.362216355,0,-0.547679713,0.059108069,-0.128298414,1.173049458,-0.853852184,-0.521591503,-0.379390092,-0.880547081,0,0,0,0,1,0,0,0
12.57765369,55.24932413,-0.72111686,-0.50155427,-0.398109061,0.5,-0.699656787,1.299583446,-0.163073579,0.865204273,-0.72029702,-0.497517111,-0.366483169,-0.201699079,0,0,0,0,1,0,0,0
12.57765369,55.34932413,-0.72111686,-0.50155427,-0.398109061,0,-0.871118745,1.359341419,-0.123250697,0.920108495,-0.745331637,-0.470405447,-0.251839321,-0.229616079,0,0,0,0,1,0,0,0
12.27765369,55.14932413,-0.719506069,-0.500227133,-0.395930663,0,-1.179193526,1.518164063,-0.061837786,1.067091954,-0.80970141,-0.502472664,-0.360409323,-0.472347268,0,0,0,0,1,0,0,0
10.07765369,54.74932413,-0.624572565,-0.241515807,-0.443901235,1,-0.700661619,0.900008341,-0.169834317,-0.020216155,-0.222097509,0.695364196,-0.361927784,0.771730276,0,0,0,0,1,0,0,0
20.47765369,55.44932413,-0.627626524,-0.331571909,-0.361723003,0,-0.124854303,-0.916567146,-0.179498029,1.128221747,-0.835394202,-0.521591503,-0.345224707,-0.848309617,0,0,0,0,1,0,0,0
16.47765369,54.74932413,-0.595819904,-0.216809341,-0.031149052,0,-0.231817553,-0.039320015,-0.179051517,0.832449505,-0.705093088,-0.463819359,1.549056084,-0.740746654,0,1,0,0,1,0,0,0
20.57765369,55.04932413,-0.64934854,-0.395034355,-0.361923539,0,-0.82922035,0.697974726,1.60913757,1.223206668,-0.874131791,-0.521591503,-0.395333938,-1.029061107,0,0,0,0,1,0,0,0
14.47765369,54.94932413,-0.608118658,-0.207469651,-0.053213891,0,-0.712338705,0.913778338,-0.134449798,0.99588549,-0.778986706,-0.503847429,-0.355853938,-0.684034001,0,0,0,0,1,0,0,0
10.87765369,55.24932413,-0.717206737,-0.527755024,-0.446355896,0,-0.88438069,0.837069556,-0.192366332,0.208389421,-0.370620417,-0.366306885,-0.185786244,1.461672885,0,0,0,0,1,0,0,0
12.67765369,55.24932413,-0.712663372,-0.458686344,-0.358385473,0,-0.755190132,1.208073052,-0.166387302,0.960447167,-0.763374382,-0.470277565,0.045779144,-0.48637748,0,0,0,0,1,0,0,0
12.87765369,55.14932413,-0.683004759,-0.38462416,-0.309742158,0.5,-0.37317617,1.159653153,-0.187856561,0.673567817,-0.628344953,-0.46851914,0.320620685,-0.285849616,0,0,0,0,1,0,0,0
20.57765369,55.34932413,-0.627626524,-0.331571909,-0.361723003,0,-0.298532385,-0.385712177,-0.101718848,1.201404874,-0.865364572,-0.509186637,-0.390778554,-0.871172025,0,0,0,0,1,0,0,0
11.87765369,57.24932413,-0.749764618,-0.55363432,-0.445542907,0,0.772102216,0.242880591,-0.372940793,0.082633949,-0.290957265,2.299364517,-0.379390092,2.488499305,0,0,0,0,1,0,0,0
20.77765369,56.44932413,-0.256438993,-0.24884607,-0.376409779,0,-0.880447545,0.535768096,-0.103505266,1.321842902,-0.91290547,-0.518969856,-0.302707784,-0.8924493,0,1,0,0,1,0,0,0
12.07765369,54.54932413,-0.65908966,-0.366408163,-0.443543988,0,-1.118398315,1.325640796,0.039614924,0.821545876,-0.699986436,-0.512543624,-0.351298553,-0.059801216,0,0,0,0,1,0,0,0
12.17765369,54.64932413,-0.636496752,-0.311150898,-0.442407893,0,-0.907326565,1.247082494,-0.009596727,0.65228695,-0.617670366,-0.460973916,-0.382427015,0.062885608,0,0,0,0,1,0,0,0
11.87765369,54.44932413,-0.679448477,-0.376620226,-0.445292017,0,-0.871836016,1.223405606,-0.022064908,0.483167378,-0.52926707,-0.492753386,-0.28904163,0.320173147,0,0,0,0,1,0,0,0
12.67765369,55.14932413,-0.655775922,-0.316800804,-0.238931136,0.5,-0.540601033,1.253739557,-0.197393779,0.773182578,-0.677056767,-0.482234829,-0.049883934,-0.218614963,0,0,0,0,1,0,0,0
12.47765369,55.54932413,-0.641007806,-0.435552139,-0.289771124,0,-1.221302147,1.484500975,0.026629282,1.037445552,-0.797018221,-0.431816085,0.653922997,-0.328757791,0,0,0,0,1,0,0,0
15.57765369,54.24932413,-0.612695978,-0.398276853,-0.271680441,0,-1.065811719,0.580000935,1.444612914,1.077696786,-0.814202627,-0.189505581,-0.336113938,-0.778233963,0,0,0,0,1,0,0,0
12.67765369,55.04932413,-0.652206821,-0.313520746,-0.252008594,0.5,-0.69933064,1.273579976,-0.218740127,0.806376943,-0.692843921,-0.381397347,-0.220710859,-0.255766592,0,0,0,0,1,0,0,0
10.07765369,54.54932413,-0.605908014,-0.199713766,-0.438064051,1,-0.747403153,1.179031647,-0.048661652,-0.180660946,-0.107345908,-0.293060621,-0.301189322,0.762313521,0,1,0,0,1,0,0,0
11.77765369,54.44932413,-0.684442224,-0.384969855,-0.44538289,0,-0.808075047,1.167249203,-0.038764915,0.399910151,-0.483271645,-0.503975314,-0.039254704,0.420937544,0,1,0,0,1,0,0,0
10.97765369,56.74932413,-0.60892729,-0.245274194,-0.446832914,0,-1.119107876,1.25913495,-0.299498345,0.471607486,-0.522982333,-0.521591503,0.147516068,1.685249696,0,0,0,0,1,0,0,0
10.07765369,54.64932413,-0.589840257,-0.161703108,-0.441366814,0,-0.942569472,1.198081404,-0.099787502,0.260171615,-0.402068462,0.492825993,-0.350539323,0.671962888,0,1,0,0,1,0,0,0
10.97765369,54.94932413,-0.710971999,-0.432271535,-0.44599169,1,-0.875207253,0.895199588,-0.13736692,0.444575042,-0.508159161,-0.25821192,6.93048384,1.01156479,0,0,0,0,1,0,0,0
11.07765369,55.04932413,-0.710971999,-0.432271535,-0.44599169,0,-0.873127566,0.92794185,-0.157804136,0.35148015,-0.455713935,-0.426508848,-0.392297015,1.080893883,0,0,0,0,1,0,0,0
12.77765369,54.94932413,-0.612912073,-0.23430653,-0.221246953,0,-0.421509642,1.137408055,-0.222914907,0.753890268,-0.667780906,0.08097164,-0.351298553,-0.245693428,0,0,0,0,1,0,0,0
20.97765369,55.74932413,-0.444617084,-0.293029363,-0.253515788,0,-0.649341024,0.261274753,1.056562356,1.234085224,-0.878479302,-0.410363337,-0.325484707,-0.900659678,0,0,0,0,1,0,0,0
12.97765369,55.14932413,-0.663355877,-0.348166793,-0.326825708,0.5,-0.353727631,1.041572023,-0.18815049,0.649636345,-0.616334022,-0.486103357,0.288732993,-0.331282122,0,0,0,0,1,0,0,0
11.57765369,57.34932413,-0.704212761,-0.501351445,-0.443532756,0,0.615320729,0.037175845,-0.406996369,0.132966194,-0.323418054,2.156388755,1.653070701,2.542628158,0,0,0,0,1,0,0,0
12.17765369,54.74932413,-0.631803638,-0.310863743,-0.435471349,0,-1.007174406,1.318013871,0.047415912,0.845248307,-0.711058243,-0.514078247,-0.381667784,-0.179444779,0,0,0,0,1,0,0,0
20.87765369,55.34932413,-0.602108674,-0.319800615,-0.314148495,0,-0.5978412,0.218495679,0.189533087,1.240723229,-0.881123315,-0.521591503,-0.396093169,-0.886784778,0,0,0,0,1,0,0,0
12.27765369,54.84932413,-0.656447326,-0.352655828,-0.437678133,0,-0.814473886,1.265224745,-0.010129835,0.688807471,-0.635930184,-0.515996525,-0.396093169,-0.082358046,0,0,0,0,1,0,0,0
10.37765369,56.14932413,-0.572100202,-0.323109969,-0.442885993,0,-1.065380572,1.197469942,-0.151340052,0.355621047,-0.458093944,-0.505573879,-0.396093169,1.410516086,0,0,0,0,1,0,0,0
10.27765369,56.14932413,-0.572100202,-0.323109969,-0.442885993,0,-1.065811684,1.250933492,0.11695387,0.348005319,-0.453713286,-0.512607567,-0.393056246,1.37768019,0,0,0,0,1,0,0,0
12.57765369,55.04932413,-0.599794242,-0.200494947,-0.180407364,0,-0.798292355,1.334619597,-0.182692147,0.907367556,-0.739571691,-0.490163712,-0.347502399,-0.350602183,0,0,0,0,1,0,0,0
12.87765369,54.94932413,-0.531942077,-0.061923274,-0.089749518,0,-0.37180622,1.057953143,-0.219217383,0.776538629,-0.678662787,0.137464932,-0.351298553,-0.316684666,0,0,0,0,1,0,0,0
11.27765369,54.04932413,-0.65364043,-0.324676689,-0.419255602,0,-1.124430107,1.526904333,0.117817897,-0.080668308,-0.179953894,-0.405631588,-0.27006086,0.323607091,0,0,0,0,1,0,0,0
11.17765369,54.24932413,-0.553615753,-0.086632813,-0.356514478,0,-1.067462536,1.342302221,-0.01063465,0.361531587,-0.461483305,0.772574892,-0.383945477,0.375819457,0,1,0,0,1,0,0,0
12.57765369,54.94932413,-0.63011278,-0.269508622,-0.253044429,0.5,-0.902636195,1.276105132,-0.156427547,0.885443286,-0.729590348,-0.332193499,-0.236654706,-0.333005101,0,0,0,0,1,0,0,0
14.37765369,54.84932413,-0.507072957,-0.064492209,0.011895734,0,-0.899048087,1.077487832,-0.027810719,1.111514946,-0.828432918,-0.232730789,-0.36800163,-0.728734794,0,0,0,0,1,0,0,0
20.67765369,55.24932413,-0.627679296,-0.340518762,-0.349776935,0,-0.733333131,0.566540906,0.006637844,1.231424171,-0.877417496,-0.521591503,-0.389260092,-0.890556096,0,0,0,0,1,0,0,0
20.87765369,55.44932413,-0.594079817,-0.315267209,-0.29639725,0,-0.743155602,-0.076454752,0.087061775,1.218243635,-0.872142385,-0.521591503,-0.395333938,-0.874383638,0,1,0,0,1,0,0,0
18.07765369,55.04932413,-0.502486404,-0.19878277,-0.007988799,0,-0.036886645,-0.866642386,0.01077395,0.678619092,-0.630864554,-0.397574816,-0.131880858,-0.742010109,0,0,0,0,1,0,0,0
17.97765369,54.94932413,-0.502486404,-0.19878277,-0.007988799,0,-0.718704635,-0.07395127,0.183899501,1.160779942,-0.848831799,-0.378583866,-0.14326932,-0.835304719,0,0,0,0,1,0,0,0
11.07765369,54.94932413,-0.653800828,-0.316752862,-0.446128837,0,-1.1684766,1.133936647,-0.091768678,0.573068075,-0.577067816,-0.521591503,-0.393815477,0.703852998,0,0,0,0,1,0,0,0
17.47765369,55.54932413,-0.458532274,-0.36849455,-0.202445555,0,-0.786760678,0.285185025,-0.148735844,1.247290674,-0.883732688,-0.0933039,-0.117455474,-0.849238784,0,0,1,0,1,0,0,0
10.07765369,55.64932413,-0.603758748,-0.587839222,-0.438693535,0,-0.90241575,1.085838825,-0.018563633,0.187416674,-0.357664093,-0.518937885,-0.258672398,1.350043966,0,0,0,0,1,0,0,0
10.77765369,56.94932413,-0.624711019,-0.362365493,-0.44554534,0,-1.168032696,1.164443139,-0.248580472,0.651791097,-0.617420488,-0.521591503,-0.345983938,1.528013482,0,0,0,0,1,0,0,0
20.97765369,55.84932413,-0.367198677,-0.293503375,-0.286244564,0,-1.03424303,0.706659299,1.314825851,1.291953154,-0.901307411,-0.501193811,-0.320929322,-0.941130082,0,0,0,0,1,0,0,0
20.87765369,56.44932413,-0.200679928,-0.283026945,-0.381107984,0,-1.168483329,0.744964652,0.537376961,1.405346368,-0.944632242,-0.519545339,-0.352057784,-0.938493277,0,1,0,0,1,0,0,0
11.67765369,56.94932413,-0.663959595,-0.589899695,-0.446663499,1,-0.174299114,0.683380769,-0.438245884,0.030068354,-0.256198738,1.295625404,-0.024829319,2.412833016,0,0,0,0,1,0,0,0
12.27765369,54.44932413,-0.632873794,-0.330934355,-0.318324335,0.5,-0.879807377,1.222914621,0.083184385,0.63778746,-0.610341701,-0.425677594,-0.375593938,0.18666885,0,0,0,0,1,0,0,0
20.37765369,55.94932413,-0.498505997,-0.073193327,-0.093700007,0,-0.385107242,-0.828399995,-0.160876689,1.144877597,-0.842289586,-0.07904473,-0.3672424,-0.86540583,0,0,1,0,1,0,0,0
14.97765369,55.44932413,-0.233111804,1.089906879,0.734278881,0.5,0.96878705,0.293928565,-0.281159267,-0.758843107,0.399305459,-0.346612563,3.425874568,0.108905719,1,0,0,0,1,0,0,0
11.07765369,55.24932413,-0.60830296,-0.240519245,-0.44632043,0,-0.508904458,0.681652996,-0.160346735,0.120365894,-0.315365466,0.498037315,4.330118425,1.497183112,0,0,0,0,1,0,0,0
10.47765369,57.04932413,-0.645204936,-0.423350303,-0.445892118,0,-1.257990061,1.044110497,0.371175356,0.748582467,-0.665215769,-0.516412152,-0.354335476,1.443478458,0,0,0,0,1,0,0,0
9.677653694,55.44932413,-0.602150052,-0.517020416,-0.442850861,0,-1.414890269,1.437184129,0.620582731,0.604806544,-0.593501273,-0.497101485,0.854359922,0.589654977,0,0,0,0,1,0,0,0
10.87765369,56.94932413,-0.585744026,-0.284913545,-0.44549609,0,-1.122996266,1.210670856,-0.280938736,0.665840864,-0.624480242,-0.521591503,0.274307608,1.455035309,0,0,0,0,1,0,0,0
20.87765369,56.34932413,-0.193264941,-0.29477525,-0.38252959,0,-1.168320186,0.746513285,0.707884616,1.389071289,-0.938525191,-0.521591503,-0.375593938,-0.950103299,0,1,0,0,1,0,0,0
18.07765369,54.94932413,-0.447411374,-0.051911296,0.142959226,0,-0.597399888,-0.15768605,0.204267268,1.145812887,-0.842675474,-0.256261668,-0.125047781,-0.833696365,0,0,0,0,1,0,0,0
10.77765369,55.44932413,-0.567989077,-0.44707466,-0.446346527,0,-0.748971189,0.752225911,-0.210153072,0.17520052,-0.350057885,-0.455442874,-0.389260092,1.511321334,0,0,0,0,1,0,0,0
10.57765369,54.84932413,-0.607464341,-0.194675171,-0.328044278,0,-1.312375274,1.494447823,-0.092677411,0.8415057,-0.709317158,-0.256677285,1.17399608,0.270564032,0,0,0,0,1,0,0,0
11.07765369,55.44932413,-0.652996971,-0.346283827,-0.43887193,0,-0.963499516,0.926683207,-0.130484495,0.32550708,-0.440682728,-0.435908415,-0.391537785,1.137492808,0,0,0,0,1,0,0,0
11.17765369,55.04932413,-0.608840518,-0.363564227,-0.444205372,0,-1.119113203,1.342905207,-0.127947806,0.604503889,-0.593345626,-0.515804697,-0.390778554,0.601065622,0,0,0,0,1,0,0,0
20.97765369,55.94932413,-0.286790136,-0.297825655,-0.333366105,0,-1.213844385,0.830799954,1.148111838,1.350096254,-0.92375027,-0.499115676,-0.3573724,-0.957394527,0,0,0,0,1,0,0,0
11.27765369,56.44932413,-0.435870052,-0.118471847,-0.446405111,0,-0.87183507,1.131673633,-0.405763667,0.117361039,-0.313437915,-0.49473561,0.076148375,2.082829994,0,0,0,0,1,0,0,0
14.47765369,54.74932413,-0.548958288,-0.100767639,-0.007275583,0,-0.870075222,0.858425916,-0.026142069,1.128789768,-0.83563009,0.16742201,-0.385463938,-0.762585873,0,0,0,0,1,0,0,0
20.97765369,56.04932413,-0.223563567,-0.30203193,-0.370887621,0,-1.066482343,0.750226855,1.115003823,1.318292046,-0.911534413,-0.521591503,-0.396093169,-0.950715796,0,0,0,0,1,0,0,0
11.87765369,56.44932413,-0.516117252,-0.41042703,-0.428556493,0,-0.379689718,0.759668793,-0.446215286,-0.235329859,-0.066034668,3.669878254,-0.050643165,2.347948535,0,0,1,0,1,0,0,0
20.87765369,56.14932413,-0.207404374,-0.305724365,-0.380946533,0,-0.946178993,0.651654381,0.773164353,1.261694047,-0.889432785,-0.494607724,-0.3869824,-0.929688084,0,0,0,0,1,0,0,0
20.67765369,56.24932413,-0.219547201,-0.315734575,-0.388484611,0,-0.498570547,-0.068930564,-0.07774545,1.197782975,-0.863901015,-0.518202545,-0.280690091,-0.8848209,0,1,0,0,1,0,0,0
10.87765369,54.84932413,-0.604715615,-0.261072822,-0.4389866,0,-0.871927383,0.976645079,-0.127164342,0.552449096,-0.566270024,1.280407032,4.515370735,0.842236352,0,0,0,0,1,0,0,0
20.67765369,55.94932413,-0.469625716,-0.274364596,-0.215493917,0,-0.593204031,-0.123549534,0.024477435,1.187847746,-0.859875921,-0.195068588,-0.207044705,-0.886376008,0,0,0,0,1,0,0,0
20.87765369,56.04932413,-0.249594619,-0.300377954,-0.35669572,0,-0.742374405,0.454769456,0.38300592,1.167229571,-0.85147378,-0.519928995,-0.3771124,-0.905096625,0,0,0,0,1,0,0,0
20.77765369,56.24932413,-0.199021121,-0.312250859,-0.385783827,0,-0.714017489,0.463151022,0.077640946,1.238452751,-0.8802197,-0.511040973,-0.360409323,-0.899715308,0,1,0,0,1,0,0,0
11.37765369,56.74932413,-0.472085436,-0.238698453,-0.445777831,0,-1.214054386,1.304837779,-0.422528866,0.843586998,-0.71028572,-0.521591503,-0.394574708,0.845990913,0,0,0,0,1,0,0,0
20.77765369,56.14932413,-0.228867851,-0.305352848,-0.373566491,0,-0.745989008,0.316141395,0.162525472,1.184136481,-0.858368434,-0.521591503,-0.372557015,-0.897205219,0,0,0,0,1,0,0,0
17.37765369,55.54932413,-0.115400694,0.448887711,0.616182859,0,-0.787768839,0.488217744,-0.145843923,1.302985689,-0.905603456,-0.40208277,-0.23134009,-0.850729909,0,0,1,0,1,0,0,0
10.97765369,54.84932413,-0.595640104,-0.212889898,-0.438704264,0,-1.170821838,1.253377523,0.015237759,0.740328639,-0.661215564,-0.482490599,5.383171514,0.409974243,0,0,0,0,1,0,0,0
20.77765369,56.04932413,-0.294530676,-0.294172209,-0.330321919,0,-0.501131568,0.060097063,0.055945859,1.134188864,-0.837869643,-0.413432579,-0.364205477,-0.889388472,0,0,0,0,1,0,0,0
11.57765369,56.54932413,-0.505793093,-0.317322558,-0.443013664,0,-0.474513402,0.936317059,-0.444527498,-0.24162808,-0.061198919,2.309819005,-0.320929322,2.354945176,0,0,0,0,1,0,0,0
11.57765369,56.24932413,-0.492198407,-0.285962752,-0.442097128,0,-0.700027935,1.017636626,-0.404057567,0.032533637,-0.257848945,-0.08419211,-0.343706246,2.118607591,0,0,0,0,1,0,0,0
11.47765369,56.64932413,-0.453637039,-0.249176491,-0.445423936,0,-1.116921156,1.328706581,-0.413949375,0.556458516,-0.568377275,0.754862758,-0.396093169,1.335816958,0,0,0,0,1,0,0,0
20.67765369,56.34932413,-0.18792317,-0.337812912,-0.388491839,0,-0.594355429,0.159237591,-0.148891061,1.248917265,-0.884377963,-0.518170573,-0.279171629,-0.884439019,0,1,0,0,1,0,0,0
18.17765369,54.84932413,-0.482268154,-0.206760985,-0.030851206,0,-1.16845403,0.391473299,0.47251333,1.268757827,-0.892216949,-0.521591503,-0.213877782,-0.845882332,0,0,0,0,1,0,0,0
13.17765369,54.94932413,-0.424020407,0.188731926,-0.066935347,0.5,0.015933013,0.923799651,-0.195467792,0.28438758,-0.416516606,-0.422032869,-0.282967783,-0.050351578,0,0,0,0,1,0,0,0
11.47765369,54.54932413,-0.421465008,0.207784082,-0.407013076,0,-1.005954141,1.220264146,0.018930476,0.65621697,-0.619648968,-0.452117862,-0.166805474,0.31245256,0,0,0,0,1,0,0,0
20.57765369,55.94932413,-0.642231455,-0.284282374,-0.119926627,0,-0.472450573,-0.403804966,-0.033626805,1.184235652,-0.858408744,-0.113509795,-0.311818553,-0.880169677,0,0,1,0,1,0,0,0
11.87765369,56.74932413,-0.67163965,-0.505831738,-0.439904211,0,-0.173196011,0.563169088,-0.448465119,-0.092759896,-0.171369386,4.400486464,4.95040997,2.429705898,0,0,0,0,1,0,0,0
11.47765369,55.04932413,-0.537621984,-0.541822479,-0.439622294,0,-1.076180783,1.607082706,-0.006521877,0.61039498,-0.596371605,-0.521591503,-0.254876245,0.395116627,0,0,0,0,1,0,0,0
11.57765369,54.94932413,-0.536954257,-0.537868488,-0.43957012,0,-1.27113989,1.548532521,0.277448307,1.004734342,-0.782850827,-0.521591503,-0.396093169,-0.009877556,0,0,0,0,1,0,0,0
14.47765369,54.84932413,-0.402700301,0.225497932,0.271508403,0,-0.944177111,1.139507608,-0.067686851,1.182748413,-0.857804061,-0.481723288,-0.374075477,-0.766132494,0,0,1,0,1,0,0,0
14.37765369,54.74932413,-0.402700301,0.225497932,0.271508403,0,-1.11633044,1.145869837,0.0254084,1.208434901,-0.868199536,-0.421617239,-0.393056246,-0.77619807,0,0,0,0,1,0,0,0
11.67765369,54.94932413,-0.535564066,-0.541473139,-0.439536259,0,-1.346960805,1.548547656,0.39375312,1.040648105,-0.798395456,-0.521591503,-0.396093169,-0.075989231,0,0,0,0,1,0,0,0
11.67765369,55.04932413,-0.534488659,-0.543802635,-0.439507166,0,-1.309206801,1.584518557,0.351530331,0.997547924,-0.779713695,-0.520728277,-0.396093169,-0.06795764,0,0,0,0,1,0,0,0
11.27765369,54.24932413,-0.455381788,0.144687706,-0.334341121,0.5,-0.808229044,1.052236279,-0.015625566,0.089467723,-0.295411015,0.10507797,-0.304226245,0.553174048,0,1,0,0,1,0,0,0
11.17765369,56.44932413,-0.441780843,-0.110405144,-0.44643735,0,-0.891122533,1.136859555,-0.395596456,0.134680866,-0.324510106,-0.521591503,-0.111381627,2.050052277,0,0,0,0,1,0,0,0
11.17765369,54.34932413,-0.268479053,0.563401759,-0.432124767,0,-1.065804675,1.50114787,0.001009157,0.555647631,-0.567951391,0.595549789,-0.204767013,0.269261838,0,1,0,0,1,0,0,0
10.87765369,55.84932413,-0.41029646,-0.061886937,-0.446242823,0,-0.601196105,0.78694604,-0.289685846,0.109272924,-0.308235685,-0.506852732,5.094663818,1.851280024,0,0,0,0,1,0,0,0
11.07765369,56.34932413,-0.4991558,-0.240375176,-0.445158534,0,-0.828452681,1.058938142,-0.359533074,0.097410538,-0.300569061,-0.113733594,0.553704534,2.020748596,0,0,0,0,1,0,0,0
20.47765369,55.94932413,-0.451703468,-0.2096474,-0.179266248,0,-0.332872622,-0.609458616,-0.08940766,1.178398084,-0.85603332,0.096221983,-0.343706246,-0.87339958,0,0,1,0,1,0,0,0
11.07765369,56.64932413,-0.455082864,-0.121014556,-0.446444874,0,-1.021392117,1.337299132,-0.375877298,0.255254711,-0.399114951,-0.475488884,-0.35813163,1.877821473,0,0,0,0,1,0,0,0
