longitude,latitude,fishing activity 2018_unreported_fishing,species richness 2018,stocks richness 2018,clusterid,risk
14.22,33.03,0.0,81.0,22.0,4.0,Moderate
14.72,33.03,0.0,61.0,23.0,4.0,Moderate
15.22,33.03,0.0,33.0,12.0,5.0,Very Low
15.72,33.03,0.0,12.0,2.0,6.0,Very Low
16.22,33.03,0.0,10.0,1.0,6.0,Very Low
16.72,33.03,0.0,7.0,1.0,6.0,Very Low
17.22,33.03,0.0,5.0,1.0,6.0,Very Low
17.72,33.03,0.0,1.0,1.0,6.0,Very Low
18.22,33.03,0.0,8.0,1.0,6.0,Very Low
18.72,33.03,0.0,16.0,1.0,6.0,Very Low
19.22,33.03,0.0,21.0,1.0,6.0,Very Low
19.72,33.03,0.0,21.0,0.0,6.0,Very Low
20.22,33.03,0.0,42.0,2.0,6.0,Very Low
20.72,33.03,0.0,44.0,2.0,6.0,Very Low
21.22,33.03,0.0,39.0,1.0,6.0,Very Low
21.72,33.03,0.0,19.0,1.0,6.0,Very Low
22.22,33.03,0.0,21.0,3.0,6.0,Very Low
22.72,33.03,0.0,20.0,2.0,6.0,Very Low
23.22,33.03,0.0,21.0,3.0,6.0,Very Low
23.72,33.03,0.0,11.0,0.0,6.0,Very Low
24.22,33.03,0.0,7.0,1.0,6.0,Very Low
24.72,33.03,0.0,8.0,1.0,6.0,Very Low
25.22,33.03,0.0,8.0,0.0,6.0,Very Low
25.72,33.03,0.0,8.0,0.0,6.0,Very Low
26.22,33.03,0.0,6.0,0.0,6.0,Very Low
26.72,33.03,0.0,6.0,0.0,6.0,Very Low
27.22,33.03,0.0,7.0,0.0,6.0,Very Low
27.72,33.03,0.0,5.0,0.0,6.0,Very Low
28.22,33.03,0.0,5.0,0.0,6.0,Very Low
28.72,33.03,0.0,4.0,0.0,6.0,Very Low
29.22,33.03,0.0,3.0,0.0,6.0,Very Low
29.72,33.03,0.0,5.0,0.0,6.0,Very Low
30.22,33.03,4.41666666666667,8.0,0.0,6.0,Very Low
30.72,33.03,0.0,9.0,1.0,6.0,Very Low
31.22,33.03,0.0,6.0,1.0,6.0,Very Low
31.72,33.03,0.0,5.0,0.0,6.0,Very Low
32.22,33.03,0.0,7.0,1.0,6.0,Very Low
32.72,33.03,1.4166666666666665,11.0,2.0,6.0,Very Low
33.22,33.03,0.0,24.0,4.0,6.0,Very Low
33.72,33.03,0.0,43.0,10.0,5.0,Very Low
34.22,33.03,0.41666666666666685,74.0,14.0,5.0,Very Low
34.72,33.03,0.0833333333333333,282.0,43.0,3.0,Moderate
14.72,32.53,0.0,134.0,20.0,4.0,Moderate
15.22,32.53,0.0,64.0,17.0,5.0,Very Low
15.72,32.53,0.0,25.0,9.0,6.0,Very Low
16.22,32.53,0.0,9.0,1.0,6.0,Very Low
16.72,32.53,0.0,10.0,1.0,6.0,Very Low
17.22,32.53,0.0,11.0,1.0,6.0,Very Low
17.72,32.53,0.0,10.0,1.0,6.0,Very Low
18.22,32.53,0.0,7.0,1.0,6.0,Very Low
18.72,32.53,0.0,14.0,1.0,6.0,Very Low
19.22,32.53,0.0,21.0,5.0,6.0,Very Low
19.72,32.53,0.0,48.0,11.0,5.0,Very Low
20.22,32.53,0.0,57.0,8.0,5.0,Very Low
23.22,32.53,0.0,105.0,12.0,5.0,Very Low
23.72,32.53,0.0,26.0,4.0,6.0,Very Low
24.22,32.53,0.0,19.0,2.0,6.0,Very Low
24.72,32.53,0.0,14.0,0.0,6.0,Very Low
25.22,32.53,0.0,7.0,0.0,6.0,Very Low
25.72,32.53,0.0,12.0,0.0,6.0,Very Low
26.22,32.53,0.0,10.0,0.0,6.0,Very Low
26.72,32.53,0.0,12.0,0.0,6.0,Very Low
27.22,32.53,0.0,13.0,0.0,6.0,Very Low
27.72,32.53,0.0,20.0,0.0,6.0,Very Low
28.22,32.53,0.0,13.0,0.0,6.0,Very Low
28.72,32.53,0.0,11.0,0.0,6.0,Very Low
29.22,32.53,0.0,8.0,0.0,6.0,Very Low
29.72,32.53,0.6666666666666671,7.0,0.0,6.0,Very Low
30.22,32.53,0.583333333333334,9.0,0.0,6.0,Very Low
30.72,32.53,0.0,12.0,0.0,6.0,Very Low
31.22,32.53,0.0,12.0,0.0,6.0,Very Low
31.72,32.53,0.0,20.0,3.0,6.0,Very Low
32.22,32.53,0.0,18.0,4.0,6.0,Very Low
32.72,32.53,0.0,16.0,6.0,6.0,Very Low
33.22,32.53,0.0,29.0,11.0,5.0,Very Low
33.72,32.53,0.0,45.0,12.0,5.0,Very Low
34.22,32.53,0.0,122.0,24.0,4.0,Moderate
34.72,32.53,68.58333333333339,424.0,55.0,1.0,Very High
15.72,32.03,0.0,29.0,9.0,6.0,Very Low
16.22,32.03,0.0,25.0,9.0,6.0,Very Low
16.72,32.03,0.0,11.0,2.0,6.0,Very Low
17.22,32.03,0.0,14.0,2.0,6.0,Very Low
17.72,32.03,0.0,13.0,2.0,6.0,Very Low
18.22,32.03,0.0,15.0,2.0,6.0,Very Low
18.72,32.03,0.0,13.0,3.0,6.0,Very Low
19.22,32.03,0.0,20.0,6.0,6.0,Very Low
19.72,32.03,0.0,59.0,12.0,5.0,Very Low
24.22,32.03,0.0,75.0,7.0,5.0,Very Low
24.72,32.03,0.0,67.0,9.0,5.0,Very Low
25.22,32.03,0.0,31.0,3.0,6.0,Very Low
25.72,32.03,0.0,19.0,1.0,6.0,Very Low
26.22,32.03,0.0,17.0,1.0,6.0,Very Low
26.72,32.03,0.0,21.0,1.0,6.0,Very Low
27.22,32.03,0.0,24.0,1.0,6.0,Very Low
27.72,32.03,0.0,18.0,0.0,6.0,Very Low
28.22,32.03,0.0,17.0,0.0,6.0,Very Low
28.72,32.03,0.0,11.0,0.0,6.0,Very Low
29.22,32.03,0.0,10.0,0.0,6.0,Very Low
29.72,32.03,0.0,14.0,0.0,6.0,Very Low
30.22,32.03,1.2500000000000002,31.0,5.0,6.0,Very Low
30.72,32.03,10.166666666666673,42.0,6.0,6.0,Very Low
31.22,32.03,0.0,41.0,7.0,6.0,Very Low
31.72,32.03,0.0,42.0,7.0,6.0,Very Low
32.22,32.03,0.0,43.0,9.0,5.0,Very Low
32.72,32.03,0.0,27.0,10.0,5.0,Very Low
33.22,32.03,0.0,34.0,10.0,5.0,Very Low
33.72,32.03,0.0,64.0,14.0,5.0,Very Low
34.22,32.03,29.249999999999996,272.0,44.0,3.0,Moderate
34.72,32.03,402.6666666666663,386.0,53.0,1.0,Very High
15.72,31.53,0.0,27.0,5.0,6.0,Very Low
16.22,31.53,0.0,19.0,5.0,6.0,Very Low
16.72,31.53,0.0,20.0,8.0,6.0,Very Low
17.22,31.53,0.0,29.0,11.0,5.0,Very Low
17.72,31.53,0.0,22.0,6.0,6.0,Very Low
18.22,31.53,0.0,24.0,8.0,6.0,Very Low
18.72,31.53,0.0,19.0,5.0,6.0,Very Low
19.22,31.53,0.0,45.0,15.0,5.0,Very Low
19.72,31.53,0.0,72.0,10.0,5.0,Very Low
25.22,31.53,0.0,62.0,9.0,5.0,Very Low
26.72,31.53,0.0,34.0,5.0,6.0,Very Low
27.22,31.53,0.0,19.0,1.0,6.0,Very Low
27.72,31.53,0.0,24.0,2.0,6.0,Very Low
28.22,31.53,0.0,24.0,1.0,6.0,Very Low
28.72,31.53,0.0,25.0,2.0,6.0,Very Low
29.22,31.53,0.0,29.0,3.0,6.0,Very Low
29.72,31.53,0.0,59.0,13.0,5.0,Very Low
30.22,31.53,0.0,70.0,8.0,5.0,Very Low
30.72,31.53,0.0,112.0,14.0,5.0,Very Low
31.72,31.53,0.0,125.0,14.0,5.0,Very Low
32.22,31.53,0.0,111.0,15.0,5.0,Very Low
32.72,31.53,0.0,99.0,14.0,5.0,Very Low
33.22,31.53,0.0,85.0,12.0,5.0,Very Low
33.72,31.53,0.0,79.0,10.0,5.0,Very Low
34.22,31.53,222.75000000000009,306.0,36.0,2.0,High
17.72,31.03,0.0,47.0,9.0,5.0,Very Low
18.22,31.03,0.0,33.0,8.0,6.0,Very Low
18.72,31.03,0.0,35.0,11.0,5.0,Very Low
19.22,31.03,0.0,33.0,11.0,5.0,Very Low
19.72,31.03,0.0,42.0,8.0,6.0,Very Low
28.72,31.03,0.0,114.0,20.0,4.0,Moderate
29.22,31.03,0.0,99.0,19.0,4.0,Moderate
18.72,30.53,0.0,47.0,9.0,5.0,Very Low
19.22,30.53,0.0,38.0,12.0,5.0,Very Low
19.72,30.53,0.0,58.0,8.0,5.0,Very Low
