clusterid,fishing activity 2019_unreported_fishing,species richness 2019,stocks richness 2019
0.0,940.8186274509801,529.0756302521008,60.773109243697476
1.0,259.31000000000006,422.8,56.77333333333333
2.0,392.96774193548384,301.56129032258065,46.71612903225807
3.0,94.5381355932204,205.57627118644066,33.847457627118644
4.0,18.510695187165773,136.2620320855615,21.914438502673796
5.0,11.685742971887551,81.81927710843374,12.066265060240964
6.0,14.264671361502367,32.88028169014085,2.6901408450704225
