longitude,latitude,all_spp_cpue_2020_std,five_spp_cpue_2020_std,cod_cpue_2020_std,all_spp_old_2020_std,five_spp_old_2020_std,cod_old_2020_std,cod_spawning_area_2020,bathymetry_2020_std,bottom_temperature_2020_std,surface_net_primary_production_2020_std,bottom_dissolved_oxygen_2020_std,fishing_activity_hours_2020_std,ship_density_route_2020_std,bottom_salinity_2020_std,bottom_dissolved_oxygen_2020_inv_std,dumping_site_2020,military_area_2020,wind_farm_2020,bedrock_seabed_2020,hard_bottom_seabed_2020,sand_seabed_2020,hard_clay_seabed_2020,mud_seabed_2020
14.67765369,55.04932413,-0.526832221738235,-0.03183933748103337,0.10112437974556358,-0.3092581322599079,-0.1562339888661631,-0.14314607538034474,0,-1.0073507274250335,0.9368171261332426,-0.08118618741560998,1.1210334010335277,0.8695118177604263,0.02452068184897185,-0.7252727339392622,-0.8324045329660725,1,0,1,1,0,0,0,0
14.57765369,54.94932413,-0.526832221738235,-0.03183933748103337,0.10112437974556358,-0.3092581322599079,-0.1562339888661631,-0.14202106684547924,0,-0.8721783546028452,1.0425085887360004,-0.13835976912478928,1.154603393598403,-0.41049122568921825,-0.3437062455511319,-0.7536072938212692,-0.8462955306705705,0,0,0,1,0,0,0,0
14.67765369,54.94932413,-0.6067188201824238,-0.2404383370846611,-0.1347667674395546,-0.3090215597626333,-0.16079095069067276,-0.14230824951777274,0,-0.9423802883607728,1.0638128840349255,-0.11892468060583974,1.1835086682233387,-0.22972547695232287,-0.2730977831836893,-0.7601108178219059,-0.8581132090792394,0,0,0,1,0,0,0,0
12.87765369,55.54932413,0.6043834993754869,2.5523046642820266,2.76751393557604,2.972445663190569,12.866057674286852,12.273539330759215,0,-1.348426955871512,1.4882623731281488,0.07132898727651242,0.9856657680940052,-0.5195773105462538,-0.3543354764451555,-0.20282661084152628,-0.7745070150393591,0,0,0,1,0,0,0,0
19.577653690000002,56.04932413,-0.7894675767005751,-0.6104576562738417,-0.37565150032080846,-0.3289032115740648,-0.22653165322492894,-0.16769054573799938,0,0.30908228967907625,-1.5829609625559204,-0.3754140972883935,0.5739877742969833,-0.5188099992811398,-0.3847047075709372,-0.7777461839463101,-0.5775471968813993,0,0,0,0,1,0,0,0
14.27765369,54.74932413,-0.5062356120613758,0.03051056027828953,0.19668509976773757,-0.3257856574517216,-0.20574009875936342,-0.12003113671295808,0,-0.9724587455656539,0.9709603015232253,0.04037334004063766,1.1789386204945027,-0.40802943538031095,-0.3892600922398045,-0.7645477021964904,-0.8562534981771912,0,1,0,0,1,0,0,0
20.27765369,55.44932413,-0.7063238995814203,-0.4820953134053231,-0.3643684789805103,-0.3235272018888431,-0.20640305211336024,-0.1630427258725867,0,0.07943183041735624,-1.2722935433955298,-0.22394202044439196,0.8205781180845902,-0.5215915026171779,-0.35205778411072186,-0.8082678895825505,-0.6995320845039568,0,0,0,0,1,0,0,0
10.77765369,54.44932413,-0.7668385934618885,-0.5533564929621984,-0.43711258087022725,-0.3222567647863034,-0.1945098448878908,-0.1788265538595592,0,-1.0655731197635225,1.4400579995962843,-0.2291722076731689,0.47181354257324654,-0.5093145226950674,-0.37635316901134724,0.5855738558649757,-0.5230946415745066,0,1,0,0,1,0,0,0
10.97765369,54.44932413,-0.7668385934618885,-0.5533564929621984,-0.43711258087022725,-0.3222567647863034,-0.1945098448878908,-0.17736925881889481,0,-1.3149166022594991,1.4460993625626941,0.07133851034801579,0.9255291283601287,0.16016458840788345,-0.3733162458987691,0.20707103812156274,-0.7477732414231657,0,0,0,0,1,0,0,0
16.67765369,54.94932413,-0.7165827150986402,-0.44100633796086447,-0.39022191185454924,-0.3207874190788762,-0.1857117634715424,-0.16807586014129966,0,-0.9539989862850518,0.935750397849165,-0.1793241338899987,1.2784558178213972,-0.5165400367885109,-0.37179778434248,-0.83141833350317,-0.8960273291422416,0,0,0,0,1,0,0,0
14.47765369,53.74932413,-0.7501126416688876,-0.5242720583308131,-0.39240754941187816,-0.3207460663382989,-0.18886013114428027,-0.16545964660924223,0,-1.355467206622235,1.582995351809172,4.5165962772480475,1.3740380132667676,-0.5090907229366498,-0.39381547690867175,-1.7873655738586365,-0.9328514830277957,0,0,0,0,1,0,0,0
18.17765369,56.14932413,-0.5973523246868049,-0.6261900292624661,-0.44547212241674744,-0.3193662554630549,-0.23539363142466732,-0.17854019083432732,0,0.19591085597377944,-1.7757391657267179,-0.3727894346712885,0.2714097248318581,-0.47520114238049604,-0.2579131676207984,-0.7715240559202637,-0.4087937254560467,0,0,0,0,1,0,0,0
20.27765369,55.34932413,-0.7021661785827555,-0.4887397252147596,-0.3773071579741534,-0.31869521156917124,-0.2014065715971083,-0.16206561975602127,0,-0.12075019901678963,-0.8019801867558257,-0.20930481457709418,1.0862105149278272,-0.515357098588127,-0.3406693224385537,-0.8515707321724608,-0.8178027949680248,0,0,0,0,1,0,0,0
20.17765369,55.34932413,-0.7128557917934641,-0.532806071550066,-0.3973213343741908,-0.31659454887689625,-0.209977574424783,-0.16911494763259127,0,0.1546066473546943,-1.1924594654254455,-0.21268477006141628,0.9233719655363424,-0.486870667870771,-0.32700316843195193,-0.8222194334528731,-0.7468022343206756,0,0,0,0,1,0,0,0
10.87765369,54.44932413,-0.7242157296699676,-0.4758536369853336,-0.4402953089401412,-0.3165531477861314,-0.1772694568066477,-0.17531677295686038,0,-1.168473481231786,1.4430232862792656,-0.16965983921684089,0.7430898270101384,-0.3332805232428649,-0.37787163056763634,0.4006035258480106,-0.6625553064614863,0,1,0,0,1,0,0,0
